id_recette,id_food,quantite_g,facteur_retention
559,213,150.0,0.7
559,256,0.5,0.7
560,374,1000.0,0.7
560,433,2.0,0.7
560,222,100.0,0.7
560,159,2.0,0.7
560,159,1.0,0.7
560,159,0.5,0.7
560,298,2.0,0.7
560,136,80.0,0.7
560,443,500.0,0.7
560,418,500.0,0.7
560,287,2000.0,0.7
560,53,250.0,0.7
560,182,350.0,0.7
560,172,2.0,0.7
560,298,1.0,0.7
560,222,2.0,0.7
560,317,250.0,0.7
560,213,750.0,0.7
560,229,1.0,0.7
560,172,1.0,0.7
560,287,1000.0,0.7
560,172,1.0,0.7
561,350,8.0,0.7
561,59,1.0,0.7
561,229,80.0,0.7
561,59,120.0,0.7
561,248,2.0,0.7
561,301,8.0,0.7
561,287,150.0,0.7
561,82,2000.0,0.7
561,159,2.0,0.7
561,229,6.0,0.7
561,172,8.0,0.7
561,298,1.0,0.7
561,287,3.0,0.7
561,213,3.0,0.7
561,320,100.0,0.7
562,440,400.0,0.8
562,82,1.0,0.8
562,222,100.0,0.8
562,301,1.0,0.8
562,287,150.0,0.8
562,310,2.0,0.8
563,18,450.0,1.0
563,287,3.0,1.0
563,37,40.0,1.0
563,213,200.0,1.0
563,94,250.0,1.0
563,189,100.0,1.0
563,105,200.0,1.0
563,172,5.0,1.0
563,375,1.0,1.0
564,37,120.0,0.8
564,213,2.0,0.8
564,335,120.0,0.8
564,172,150.0,0.8
564,172,1.0,0.8
564,172,90.0,0.8
564,358,2.0,0.8
564,59,3.0,0.8
564,213,75.0,0.8
564,50,200.0,0.8
564,213,100.0,0.8
565,213,1350.0,0.7
565,248,1.0,0.7
565,172,2.0,0.7
565,213,40.0,0.7
565,222,1.0,0.7
565,310,2.0,0.7
565,430,750.0,0.7
565,172,2.0,0.7
565,213,30.0,0.7
565,222,1.0,0.7
565,248,1.0,0.7
565,232,4.0,0.7
565,310,2.0,0.7
565,210,5.0,0.7
565,213,40.0,0.7
565,335,40.0,0.7
565,51,500.0,0.7
565,310,2.0,0.7
565,213,50.0,0.7
565,59,50.0,0.7
565,136,8.0,0.7
565,213,30.0,0.7
565,222,3.0,0.7
565,59,2.0,0.7
566,458,1000.0,0.8
566,172,1.0,0.8
566,221,2.0,0.8
566,51,1.0,0.8
567,136,470.0,0.8
567,370,50.0,0.8
567,370,50.0,0.8
567,213,50.0,0.8
567,232,250.0,0.8
567,370,80.0,0.8
567,310,2.0,0.8
568,213,200.0,0.8
568,159,1.0,0.8
568,232,2.0,0.8
568,248,1.0,0.8
568,454,4.0,0.8
568,82,2.0,0.8
568,439,100.0,0.8
568,433,1.0,0.8
568,172,2.0,0.8
568,222,80.0,0.8
568,173,1.0,0.8
568,310,2.0,0.8
568,287,1000.0,0.8
568,293,100.0,0.8
569,453,250.0,1.0
569,100,500.0,1.0
569,287,250.0,1.0
569,176,1.0,1.0
569,172,2.0,1.0
569,222,2.0,1.0
569,172,2.0,1.0
569,159,0.5,1.0
570,213,8.0,0.8
570,248,2.0,0.8
570,59,2.0,0.8
570,222,3.0,0.8
570,229,1.0,0.8
570,301,1.0,0.8
570,287,150.0,0.8
570,454,4.0,0.8
570,438,300.0,0.8
570,172,0.25,0.8
570,232,3.0,0.8
571,305,2.0,0.7
571,59,50.0,0.7
571,222,2.0,0.7
571,18,400.0,0.7
571,18,2.0,0.7
571,44,100.0,0.7
571,50,6.0,0.7
571,232,3.0,0.7
571,387,100.0,0.7
571,172,1.0,0.7
571,172,3.0,0.7
571,59,50.0,0.7
571,412,0.5,0.7
571,222,3.0,0.7
571,82,1.0,0.7
571,443,2.0,0.7
571,44,80.0,0.7
571,232,3.0,0.7
571,292,5.0,0.7
571,292,5.0,0.7
571,210,5.0,0.7
571,225,5.0,0.7
572,213,1000.0,0.8
572,248,4.0,0.8
572,195,8.0,0.8
572,232,2.0,0.8
572,232,2.0,0.8
572,301,1.0,0.8
572,443,2.0,0.8
572,453,1.0,0.8
572,82,1.0,0.8
572,300,80.0,0.8
572,222,80.0,0.8
572,248,2.0,0.8
572,172,1.0,0.8
572,159,0.5,0.8
572,313,6.0,0.8
572,172,1.0,0.8
572,172,0.5,0.8
572,298,2.0,0.8
572,172,2.0,0.8
572,172,2.0,0.8
572,53,150.0,0.8
572,54,150.0,0.8
572,172,2.0,0.8
572,44,250.0,0.8
572,287,650.0,0.8
572,222,4.0,0.8
572,310,2.0,0.8
572,317,100.0,0.8
572,320,100.0,0.8
573,213,20.0,1.0
573,59,2.0,1.0
573,136,250.0,1.0
573,195,4.0,1.0
573,232,100.0,1.0
573,310,2.0,1.0
574,213,4.0,0.7
574,222,2.0,0.7
574,248,1.0,0.7
574,59,2.0,0.7
574,18,8.0,0.7
574,213,100.0,0.7
574,292,2.0,0.7
574,232,3.0,0.7
574,310,2.0,0.7
574,292,5.0,0.7
575,50,100.0,0.7
575,232,1.0,0.7
575,127,4.0,0.7
575,136,8.0,0.7
575,59,1.0,0.7
575,225,5.0,0.7
575,317,5.0,0.7
575,52,5.0,0.7
576,213,1250.0,0.7
576,172,2.0,0.7
576,59,1.0,0.7
576,172,1.0,0.7
576,222,2.0,0.7
576,213,250.0,0.7
576,292,1.0,0.7
576,18,250.0,0.7
576,430,1.0,0.7
576,50,8.0,0.7
576,59,1.0,0.7
576,232,4.0,0.7
576,292,2.0,0.7
576,222,5.0,0.7
576,213,400.0,0.7
576,159,1.0,0.7
576,232,10.0,0.7
576,59,1.0,0.7
576,225,50.0,0.7
576,234,2.0,0.7
576,104,5.0,0.7
576,172,15.0,0.7
577,18,250.0,0.7
577,213,100.0,0.7
577,248,1.0,0.7
577,222,2.0,0.7
577,443,1.0,0.7
577,59,2.0,0.7
577,213,40.0,0.7
577,44,40.0,0.7
577,292,2.0,0.7
577,310,2.0,0.7
577,232,4.0,0.7
577,18,1.0,0.7
577,225,5.0,0.7
578,364,500.0,0.7
578,430,2.0,0.7
578,248,1.0,0.7
578,213,250.0,0.7
578,172,3.0,0.7
578,222,2.0,0.7
578,172,1.0,0.7
578,172,1.0,0.7
578,159,1.0,0.7
578,159,0.5,0.7
578,159,0.5,0.7
578,293,2.0,0.7
578,222,100.0,0.7
578,213,100.0,0.7
579,200,1000.0,0.8
579,433,4.0,0.8
579,82,2.0,0.8
579,301,1.0,0.8
579,222,4.0,0.8
579,310,2.0,0.8
579,287,1500.0,0.8
579,252,1000.0,0.8
579,172,1.0,0.8
579,419,500.0,0.8
579,438,250.0,0.8
579,438,250.0,0.8
579,440,350.0,0.8
579,301,1.0,0.8
579,40,750.0,0.8
579,222,2.0,0.8
579,172,1.0,0.8
579,287,1500.0,0.8
579,159,1.0,0.8
580,232,3.0,1.0
580,18,5.0,1.0
580,51,5.0,1.0
581,213,2.0,0.8
581,453,1.0,0.8
581,300,80.0,0.8
581,443,1.0,0.8
581,18,1.0,0.8
581,248,1.0,0.8
581,59,1.0,0.8
581,310,10.0,0.8
581,287,3000.0,0.8
582,18,350.0,0.7
582,182,100.0,0.7
582,433,2.0,0.7
582,225,2.0,0.7
582,172,2.0,0.7
582,159,1.0,0.7
582,159,1.0,0.7
582,159,0.5,0.7
582,298,0.5,0.7
582,298,2.0,0.7
582,136,20.0,0.7
582,18,1.0,0.7
582,225,5.0,0.7
583,82,8.0,0.7
583,430,1.0,0.7
583,433,1.0,0.7
583,248,2.0,0.7
583,172,3.0,0.7
583,222,3.0,0.7
583,159,1.0,0.7
583,159,0.5,0.7
583,159,1.0,0.7
583,410,30.0,0.7
583,172,1.0,0.7
583,136,20.0,0.7
583,18,1.0,0.7
583,225,5.0,0.7
584,374,400.0,0.7
584,59,150.0,0.7
584,266,1.0,0.7
584,222,2.0,0.7
584,172,1.0,0.7
584,59,1.0,0.7
584,136,20.0,0.7
584,225,5.0,0.7
585,374,200.0,0.7
585,213,20.0,0.7
585,59,2.0,0.7
585,159,0.5,0.7
585,159,0.5,0.7
585,159,0.5,0.7
585,320,3.0,0.7
585,54,50.0,0.7
585,175,100.0,0.7
585,317,50.0,0.7
585,364,12.0,0.7
585,232,1.0,0.7
585,317,20.0,0.7
586,82,200.0,0.8
586,372,4.0,0.8
586,433,1.0,0.8
586,213,3.0,0.8
586,136,300.0,0.8
586,336,1.0,0.8
587,18,500.0,0.7
587,433,4.0,0.7
587,172,6.0,0.7
587,159,1.0,0.7
587,159,0.5,0.7
587,313,6.0,0.7
587,159,1.0,0.7
587,159,1.0,0.7
587,298,1.0,0.7
587,222,2.0,0.7
587,213,20.0,0.7
587,136,24.0,0.7
587,18,1.0,0.7
587,225,5.0,0.7
588,18,200.0,0.8
588,248,0.5,0.8
588,172,2.0,0.8
588,432,2.0,0.8
588,18,0.5,0.8
588,232,1.0,0.8
588,172,1.0,0.8
588,433,1.0,0.8
588,222,1.0,0.8
588,213,20.0,0.8
588,452,400.0,0.8
588,458,100.0,0.8
588,252,1500.0,0.8
588,107,100.0,0.8
588,310,2.0,0.8
589,213,300.0,1.0
589,172,3.0,1.0
589,222,2.0,1.0
589,59,2.0,1.0
589,416,100.0,1.0
589,381,200.0,1.0
589,248,1.0,1.0
590,232,350.0,1.0
590,221,80.0,1.0
590,213,100.0,1.0
590,172,1.0,1.0
590,310,2.0,1.0
590,173,0.5,1.0
590,248,1.0,1.0
590,20,5.0,1.0
591,408,4.0,0.7
591,172,1.0,0.7
591,225,5.0,0.7
591,103,2.0,0.7
591,172,1.0,0.7
591,287,100.0,0.7
591,248,1.0,0.7
591,59,1.0,0.7
591,232,2.0,0.7
592,103,4.0,0.8
592,222,3.0,0.8
592,229,1.0,0.8
592,248,1.0,0.8
592,411,1.0,0.8
592,412,1.0,0.8
592,159,1.0,0.8
592,59,1.0,0.8
592,232,2.0,0.8
593,51,500.0,0.8
593,37,60.0,0.8
593,213,50.0,0.8
593,59,4.0,0.8
593,213,1.0,0.8
594,287,250.0,0.8
594,213,75.0,0.8
594,159,0.5,0.8
594,375,1.0,0.8
594,335,150.0,0.8
594,364,250.0,0.8
594,213,400.0,0.8
594,213,200.0,0.8
594,287,1.0,0.8
594,232,150.0,0.8
594,375,1.0,0.8
594,322,10.0,0.8
595,18,200.0,0.7
595,222,2.0,0.7
595,310,2.0,0.7
595,433,0.5,0.7
595,248,1.0,0.7
595,222,2.0,0.7
595,213,20.0,0.7
595,213,450.0,0.7
595,136,1000.0,0.7
595,370,4.0,0.7
595,232,200.0,0.7
595,310,2.0,0.7
596,18,200.0,0.8
596,248,0.5,0.8
596,172,2.0,0.8
596,432,2.0,0.8
596,18,0.5,0.8
596,232,1.0,0.8
596,172,1.0,0.8
596,419,400.0,0.8
596,440,150.0,0.8
596,458,80.0,0.8
596,433,1.0,0.8
596,222,3.0,0.8
596,301,1.0,0.8
596,252,1500.0,0.8
596,310,2.0,0.8
596,107,100.0,0.8
597,82,12.0,0.7
597,44,35.0,0.7
597,172,1.0,0.7
597,172,1.0,0.7
597,159,1.0,0.7
597,59,1.0,0.7
597,159,1.0,0.7
597,136,12.0,0.7
597,225,5.0,0.7
598,364,470.0,0.7
598,433,4.0,0.7
598,222,2.0,0.7
598,310,2.0,0.7
598,82,100.0,0.7
598,232,250.0,0.7
598,370,80.0,0.7
599,213,180.0,0.8
599,213,150.0,0.8
599,229,70.0,0.8
599,335,490.0,0.8
599,375,30.0,0.8
599,213,1.0,0.8
599,159,0.25,0.8
599,320,100.0,0.8
599,53,50.0,0.8
599,18,1.0,0.8
600,213,250.0,0.8
600,248,1.0,0.8
600,159,1.0,0.8
600,159,1.0,0.8
600,159,0.5,0.8
600,222,4.0,0.8
600,287,150.0,0.8
600,301,1.0,0.8
600,172,2.0,0.8
600,222,50.0,0.8
600,213,1.0,0.8
600,256,1.0,0.8
600,454,4.0,0.8
600,172,0.125,0.8
600,232,3.0,0.8
601,18,350.0,0.8
601,248,0.5,0.8
601,18,1.0,0.8
601,432,2.0,0.8
601,310,2.0,0.8
601,287,1.0,0.8
601,335,4.0,0.8
601,159,1.0,0.8
601,310,2.0,0.8
601,225,5.0,0.8
601,210,5.0,0.8
602,18,350.0,0.8
602,248,0.5,0.8
602,18,1.0,0.8
602,432,2.0,0.8
602,310,2.0,0.8
602,432,5.0,0.8
602,210,5.0,0.8
603,18,2.0,0.8
603,248,0.5,0.8
603,433,0.5,0.8
603,18,1.0,0.8
603,432,2.0,0.8
603,310,2.0,0.8
603,225,5.0,0.8
603,59,1.0,0.8
603,320,5.0,0.8
603,398,5.0,0.8
604,454,8.0,0.8
604,248,1.0,0.8
604,172,2.0,0.8
604,172,3.0,0.8
604,222,3.0,0.8
604,310,2.0,0.8
605,213,2000.0,0.8
605,172,3.0,0.8
605,172,3.0,0.8
605,229,1.0,0.8
605,222,3.0,0.8
606,335,250.0,1.0
606,159,0.25,1.0
606,213,125.0,1.0
606,59,2.0,1.0
607,374,1000.0,0.8
607,415,3.0,0.8
607,433,2.0,0.8
607,172,1.0,0.8
607,229,80.0,0.8
607,59,1.0,0.8
607,287,3000.0,0.8
607,355,120.0,0.8
607,301,2.0,0.8
607,18,350.0,0.8
607,451,350.0,0.8
607,443,500.0,0.8
607,387,500.0,0.8
607,213,500.0,0.8
607,405,1.0,0.8
607,213,750.0,0.8
607,229,1.0,0.8
607,172,1.0,0.8
607,287,750.0,0.8
607,172,1.0,0.8
608,287,250.0,0.8
608,213,80.0,0.8
608,159,1.0,0.8
608,335,125.0,0.8
608,136,3.0,0.8
609,287,250.0,0.8
609,213,75.0,0.8
609,159,0.5,0.8
609,214,1.0,0.8
609,335,150.0,0.8
609,172,1.0,0.8
609,172,1.0,0.8
610,136,400.0,0.8
610,325,200.0,0.8
610,37,100.0,0.8
610,213,20.0,0.8
611,335,200.0,0.8
611,213,80.0,0.8
611,50,100.0,0.8
611,213,7.0,0.8
611,159,0.25,0.8
612,364,470.0,0.8
612,213,100.0,0.8
612,430,300.0,0.8
612,232,250.0,0.8
612,370,80.0,0.8
612,310,2.0,0.8
613,213,10.0,0.7
613,59,50.0,0.7
613,248,2.0,0.7
613,159,0.5,0.7
613,159,1.0,0.7
613,313,8.0,0.7
613,298,2.0,0.7
613,159,1.0,0.7
613,222,3.0,0.7
613,301,1.0,0.7
613,287,1.0,0.7
613,123,1000.0,0.7
613,213,50.0,0.7
613,213,80.0,0.7
613,173,1.0,0.7
613,292,4.0,0.7
613,298,2.0,0.7
613,317,30.0,0.7
614,301,1.0,0.8
614,59,2.0,0.8
614,172,2.0,0.8
614,159,1.0,0.8
614,222,3.0,0.8
614,229,1.0,0.8
614,350,700.0,0.8
614,415,2.0,0.8
614,458,350.0,0.8
614,410,100.0,0.8
614,412,1.0,0.8
615,388,400.0,0.8
615,458,200.0,0.8
615,232,200.0,0.8
615,51,50.0,0.8
615,287,2.0,0.8
615,172,1.0,0.8
615,370,50.0,0.8
615,213,50.0,0.8
615,232,3.0,0.8
616,213,3.0,0.8
616,248,12.0,0.8
616,172,1.0,0.8
616,406,1.0,0.8
616,298,1.0,0.8
616,172,1.0,0.8
616,172,1.0,0.8
616,172,0.5,0.8
616,172,0.5,0.8
616,222,3.0,0.8
616,229,2.0,0.8
616,287,4000.0,0.8
616,172,2.0,0.8
616,355,150.0,0.8
616,349,150.0,0.8
616,44,150.0,0.8
616,53,80.0,0.8
617,335,50.0,0.8
617,375,200.0,0.8
617,213,175.0,0.8
617,18,8.0,0.8
617,37,70.0,0.8
617,146,100.0,0.8
617,317,100.0,0.8
617,50,150.0,0.8
618,54,16.0,0.7
618,82,400.0,0.7
618,248,1.0,0.7
618,172,1.0,0.7
618,159,1.0,0.7
618,159,0.5,0.7
618,222,3.0,0.7
618,172,0.25,0.7
619,136,470.0,0.7
619,118,3.0,0.7
619,172,2.0,0.7
619,213,20.0,0.7
619,172,1.0,0.7
619,298,1.0,0.7
619,59,1.0,0.7
619,232,1.0,0.7
619,172,2.0,0.7
619,317,1.0,0.7
619,172,1.0,0.7
620,364,400.0,0.8
620,292,250.0,0.8
620,136,250.0,0.8
620,213,80.0,0.8
621,59,300.0,0.7
621,136,400.0,0.7
621,159,1.0,0.7
621,222,3.0,0.7
621,264,1.0,0.7
621,409,50.0,0.7
622,335,500.0,0.8
622,159,1.0,0.8
622,213,20.0,0.8
622,213,20.0,0.8
622,51,230.0,0.8
622,213,60.0,0.8
622,59,1.0,0.8
622,232,1.0,0.8
622,336,1.0,0.8
623,364,250.0,0.8
623,18,1.0,0.8
623,159,60.0,0.8
624,458,1000.0,0.8
624,213,50.0,0.8
624,51,250.0,0.8
624,320,2.0,0.8
624,310,2.0,0.8
625,213,40.0,0.8
625,335,40.0,0.8
625,51,500.0,0.8
625,310,2.0,0.8
626,213,40.0,0.8
626,335,40.0,0.8
626,51,500.0,0.8
626,310,2.0,0.8
626,213,50.0,0.8
626,59,50.0,0.8
627,213,30.0,0.8
627,59,4.0,0.8
627,172,120.0,0.8
627,172,4.0,0.8
627,37,100.0,0.8
628,335,500.0,1.0
628,213,25.0,1.0
628,159,1.0,1.0
628,37,80.0,1.0
628,213,1.0,1.0
628,213,120.0,1.0
628,51,250.0,1.0
629,36,250.0,0.7
629,335,250.0,0.7
629,159,1.0,0.7
629,232,10.0,0.7
629,287,300.0,0.7
630,232,250.0,0.8
630,98,0.5,0.8
630,232,2.0,0.8
630,248,2.0,0.8
630,287,2500.0,0.8
631,335,400.0,1.0
631,37,15.0,1.0
631,159,1.0,1.0
631,287,180.0,1.0
631,82,50.0,1.0
631,213,200.0,1.0
632,67,1000.0,0.8
632,248,1.0,0.8
632,195,6.0,0.8
632,222,3.0,0.8
632,159,1.0,0.8
633,414,200.0,0.8
633,172,1.0,0.8
633,172,1.0,0.8
633,222,1.0,0.8
633,195,4.0,0.8
634,136,24.0,0.8
634,18,1.0,0.8
634,225,2.0,0.8
634,317,500.0,0.8
634,37,250.0,0.8
634,159,0.5,0.8
634,287,2.0,0.8
634,213,20.0,0.8
634,298,1.0,0.8
634,59,500.0,0.8
634,287,80.0,0.8
634,317,50.0,0.8
635,36,250.0,0.7
635,335,250.0,0.7
635,159,1.0,0.7
635,232,10.0,0.7
635,287,300.0,0.7
635,59,400.0,0.7
635,411,2.0,0.7
635,172,2.0,0.7
635,264,1.0,0.7
635,222,2.0,0.7
635,374,200.0,0.7
635,310,2.0,0.7
636,335,1.0,0.7
636,287,1.0,0.7
636,213,2.0,0.7
637,408,6.0,0.7
637,172,1.0,0.7
637,229,6.0,0.7
637,292,2.0,0.7
637,232,2.0,0.7
637,213,80.0,0.7
637,172,80.0,0.7
637,287,150.0,0.7
637,232,12.0,0.7
637,59,3.0,0.7
637,374,250.0,0.7
637,248,1.0,0.7
637,222,5.0,0.7
637,310,2.0,0.7
638,335,500.0,0.8
638,213,25.0,0.8
638,159,1.0,0.8
638,37,80.0,0.8
638,213,1.0,0.8
638,213,120.0,0.8
638,51,250.0,0.8
638,213,350.0,0.8
638,59,1.0,0.8
638,172,1.0,0.8
638,317,2.0,0.8
639,335,180.0,0.8
639,213,3.0,0.8
639,159,0.5,0.8
639,37,40.0,0.8
639,51,170.0,0.8
639,213,30.0,0.8
639,127,5.0,0.8
639,51,5.0,0.8
640,213,180.0,0.8
640,213,150.0,0.8
640,229,70.0,0.8
640,335,490.0,0.8
640,375,30.0,0.8
640,213,1.0,0.8
640,159,0.25,0.8
640,317,100.0,0.8
641,213,1000.0,0.8
641,172,1.0,0.8
641,292,120.0,0.8
641,293,60.0,0.8
641,292,1.0,0.8
641,59,2.0,0.8
641,248,2.0,0.8
641,287,150.0,0.8
642,335,180.0,0.7
642,213,3.0,0.7
642,159,3.0,0.7
642,159,0.5,0.7
642,37,40.0,0.7
642,51,170.0,0.7
642,213,30.0,0.7
642,59,5.0,0.7
643,335,500.0,0.7
643,159,1.0,0.7
643,287,300.0,0.7
643,229,5.0,0.7
644,59,500.0,0.8
644,229,4.0,0.8
644,287,100.0,0.8
645,335,180.0,0.8
645,375,120.0,0.8
645,213,100.0,0.8
645,51,500.0,0.8
645,213,7.0,0.8
645,159,1.0,0.8
645,310,1.0,0.8
645,213,80.0,0.8
645,370,80.0,0.8
645,222,50.0,0.8
645,232,3.0,0.8
646,213,10.0,0.7
646,433,1.0,0.7
646,405,0.5,0.7
646,406,0.5,0.7
646,98,1.0,0.7
646,159,1.0,0.7
646,335,4.0,0.7
646,159,0.5,0.7
646,172,1.0,0.7
646,159,1.0,0.7
646,225,5.0,0.7
647,335,500.0,1.0
647,222,3.0,1.0
647,159,1.0,1.0
647,159,1.0,1.0
647,213,25.0,1.0
647,287,250.0,1.0
647,172,1.0,1.0
647,172,100.0,1.0
648,18,350.0,0.7
648,248,1.0,0.7
648,310,2.0,0.7
648,320,2.0,0.7
648,408,2.0,0.7
648,335,1.0,0.7
648,370,50.0,0.7
648,136,350.0,0.7
648,229,5.0,0.7
649,213,1000.0,0.8
649,433,1.0,0.8
649,248,1.0,0.8
649,300,80.0,0.8
649,310,10.0,0.8
649,232,2.0,0.8
649,195,8.0,0.8
649,232,1.0,0.8
649,443,2.0,0.8
649,453,2.0,0.8
649,59,2.0,0.8
649,248,1.0,0.8
649,222,3.0,0.8
649,335,1.0,0.8
649,136,300.0,0.8
649,18,500.0,0.8
649,310,2.0,0.8
649,232,4.0,0.8
650,213,750.0,0.8
650,222,2.0,0.8
650,172,1.0,0.8
650,287,750.0,0.8
651,59,750.0,0.8
651,59,1000.0,0.8
651,172,4.0,0.8
651,222,4.0,0.8
651,136,1.0,0.8
651,172,1.0,0.8
651,172,1.0,0.8
651,172,0.5,0.8
651,313,8.0,0.8
651,298,2.0,0.8
651,287,100.0,0.8
651,136,500.0,0.8
651,172,1.0,0.8
651,317,350.0,0.8
651,213,80.0,0.8
651,298,1.0,0.8
652,37,200.0,0.8
652,213,1.0,0.8
652,159,0.25,0.8
652,213,120.0,0.8
652,52,100.0,0.8
652,335,90.0,0.8
652,213,7.0,0.8
652,320,60.0,0.8
652,127,2.0,0.8
652,172,1.0,0.8
652,127,1.0,0.8
652,172,1.0,0.8
652,333,2.0,0.8
653,335,500.0,0.8
653,159,1.0,0.8
653,37,40.0,0.8
653,213,20.0,0.8
653,51,230.0,0.8
653,213,60.0,0.8
653,59,1.0,0.8
653,232,1.0,0.8
653,336,1.0,0.8
654,37,120.0,0.8
654,159,0.25,0.8
654,335,80.0,0.8
654,52,40.0,0.8
654,18,400.0,0.8
654,51,200.0,0.8
654,213,150.0,0.8
654,172,1.0,0.8
654,320,2.0,0.8
655,51,150.0,0.7
655,213,60.0,0.7
655,375,65.0,0.7
655,159,1.0,0.7
655,213,20.0,0.7
655,335,420.0,0.7
655,225,5.0,0.7
655,375,2.0,0.7
656,458,500.0,0.7
656,310,2.0,0.7
656,409,50.0,0.7
656,82,50.0,0.7
656,370,50.0,0.7
656,172,1.0,0.7
656,432,70.0,0.7
656,335,40.0,0.7
656,225,5.0,0.7
657,335,300.0,0.8
657,37,180.0,0.8
657,213,7.0,0.8
657,172,200.0,0.8
657,59,3.0,0.8
657,358,1.0,0.8
657,213,2.0,0.8
657,59,4.0,0.8
657,213,50.0,0.8
657,213,1.0,0.8
657,98,1.0,0.8
657,51,500.0,0.8
657,213,60.0,0.8
657,59,1.0,0.8
657,293,2.0,0.8
657,172,1.0,0.8
658,172,200.0,0.8
658,37,150.0,0.8
658,213,1.0,0.8
658,335,300.0,0.8
658,213,2.0,0.8
658,213,7.0,0.8
658,51,80.0,0.8
658,53,50.0,0.8
658,136,100.0,0.8
658,317,1.0,0.8
659,458,500.0,0.7
659,172,4.0,0.7
659,222,2.0,0.7
659,310,2.0,0.7
659,213,40.0,0.7
659,335,40.0,0.7
659,51,500.0,0.7
659,310,2.0,0.7
659,18,250.0,0.7
659,59,100.0,0.7
659,248,1.0,0.7
659,411,50.0,0.7
659,410,50.0,0.7
659,409,50.0,0.7
659,172,1.0,0.7
659,310,2.0,0.7
659,222,2.0,0.7
659,232,4.0,0.7
659,370,60.0,0.7
660,213,1000.0,0.8
660,172,1.0,0.8
660,172,1.0,0.8
661,213,600.0,0.8
661,248,2.0,0.8
661,172,4.0,0.8
661,172,2.0,0.8
661,222,1.0,0.8
661,172,1.0,0.8
661,172,1.0,0.8
661,172,1.0,0.8
661,172,1.0,0.8
661,222,80.0,0.8
661,248,2.0,0.8
661,433,0.5,0.8
661,410,100.0,0.8
661,414,200.0,0.8
661,172,1.0,0.8
661,302,2.0,0.8
661,287,100.0,0.8
662,409,125.0,0.8
662,222,4.0,0.8
662,248,1.0,0.8
662,172,1.0,0.8
662,213,50.0,0.8
662,293,2.0,0.8
662,364,700.0,0.8
663,18,600.0,0.7
663,213,350.0,0.7
663,213,20.0,0.7
663,222,1.0,0.7
663,310,2.0,0.7
663,59,80.0,0.7
663,248,1.0,0.7
663,213,20.0,0.7
663,222,2.0,0.7
663,159,0.5,0.7
663,159,0.25,0.7
663,195,8.0,0.7
663,136,200.0,0.7
663,292,4.0,0.7
663,232,6.0,0.7
663,50,8.0,0.7
663,44,250.0,0.7
663,370,80.0,0.7
663,136,16.0,0.7
663,59,2.0,0.7
663,225,40.0,0.7
664,51,250.0,1.0
664,213,40.0,1.0
664,213,10.0,1.0
664,159,1.0,1.0
664,335,500.0,1.0
664,213,15.0,1.0
664,172,250.0,1.0
665,213,400.0,0.7
665,59,3.0,0.7
665,222,2.0,0.7
665,172,1.0,0.7
665,18,1.0,0.7
665,159,0.5,0.7
665,159,0.5,0.7
665,159,1.0,0.7
665,410,40.0,0.7
665,440,50.0,0.7
665,443,50.0,0.7
665,172,1.0,0.7
665,213,120.0,0.7
665,213,20.0,0.7
665,213,100.0,0.7
665,213,10.0,0.7
665,310,2.0,0.7
665,136,150.0,0.7
665,433,2.0,0.7
665,225,5.0,0.7
665,44,5.0,0.7
666,18,250.0,0.7
666,412,100.0,0.7
666,248,1.0,0.7
666,222,2.0,0.7
666,159,1.0,0.7
666,159,1.0,0.7
666,172,1.0,0.7
666,172,1.0,0.7
666,136,250.0,0.7
666,225,5.0,0.7
666,292,5.0,0.7
667,213,20.0,0.7
667,313,2.0,0.7
667,159,0.5,0.7
667,118,2.0,0.7
667,55,8.0,0.7
667,213,20.0,0.7
667,304,2.0,0.7
667,296,2.0,0.7
667,213,2.0,0.7
667,433,2.0,0.7
667,55,10.0,0.7
667,54,10.0,0.7
667,53,50.0,0.7
667,222,4.0,0.7
667,313,2.0,0.7
667,159,0.5,0.7
667,298,1.0,0.7
667,213,150.0,0.7
667,159,1.0,0.7
667,136,400.0,0.7
667,331,50.0,0.7
667,317,50.0,0.7
668,18,200.0,0.8
668,458,650.0,0.8
668,18,2.0,0.8
668,433,1.0,0.8
668,213,1500.0,0.8
668,232,200.0,0.8
668,172,1.0,0.8
668,310,2.0,0.8
668,383,5.0,0.8
668,159,2.0,0.8
669,18,250.0,0.8
669,172,1.0,0.8
669,172,1.0,0.8
669,375,2.0,0.8
669,443,500.0,0.8
669,458,2.0,0.8
669,433,1.0,0.8
669,213,2000.0,0.8
669,301,1.0,0.8
669,213,20.0,0.8
669,310,2.0,0.8
670,213,300.0,0.8
670,213,2.0,0.8
670,213,1.0,0.8
670,248,6.0,0.8
670,159,2.0,0.8
670,159,2.0,0.8
670,298,2.0,0.8
670,159,1.0,0.8
670,159,0.5,0.8
670,159,0.25,0.8
670,222,3.0,0.8
670,222,2.0,0.8
670,287,2000.0,0.8
670,459,750.0,0.8
671,383,2.0,0.8
671,104,8.0,0.8
671,433,2.0,0.8
671,301,1.0,0.8
671,298,2.0,0.8
671,159,2.0,0.8
671,159,2.0,0.8
671,159,2.0,0.8
671,159,1.0,0.8
671,159,1.0,0.8
671,54,1.0,0.8
671,222,50.0,0.8
671,225,50.0,0.8
671,53,100.0,0.8
671,136,100.0,0.8
671,459,1000.0,0.8
671,287,3000.0,0.8
672,459,4.0,0.7
672,434,1.0,0.7
672,213,15.0,0.7
